hotel_id,city_id,scores
6735967,31497,9.639714303
2409455,31497,9.57571157
2706659,31497,0
2736275,31497,9.389407249
296075,31497,9.76234221
1384501,31497,9.151183237
108209,31497,6.844966599
108465,31497,9.428708773
108479,31497,8.854359423
108489,31497,9.25398138
108755,31497,8.306544742
6368859,31497,8.859061952
1980949,31497,2.072460059
4416963,31497,7.842369206
4175435,31497,9.233507754
10324839,31497,9.225314826
9493379,31497,7.899392265
5290339,31497,1.001293703
8131423,31497,9.233507754
7617279,31497,7.171401471
8771563,31497,9.21612998
8830443,31497,7.381697907
1384471,31497,9.886287351
1768177,31497,1.139801109
198845,31497,9.963357343
198847,31497,9.099096032
198851,31497,0.401520903
108233,31497,9.889928751
108859,31497,7.272799692
6161957,31497,9.05917429
198819,31497,1.366920089
5373029,31497,1.385587182
198803,31497,8.849782493
198833,31497,9.209994055
198837,31497,9.167534327
33237,31497,0.946221035
108291,31497,9.134927322
4188535,31497,9.220361335
198839,31497,8.230867001
5371917,31497,6.94051272
9924671,31497,9.287534355
305241,31497,9.965014353
8995539,31497,8.387356081
17840211,31497,9.998611266
1058311,31497,9.843412528
1775697,31497,8.228635548
16236707,31497,NA
5457915,31497,7.958257229
5490583,31497,9.095381588
4868005,31497,NA
2516139,31497,10
5242307,31497,8.764954268
297363,31497,9.159392393
3645601,31497,8.605459539
1928529,31497,1.456267322
2076303,31497,9.233507754
4315407,31497,8.41945781
4538307,31497,NA
4565407,31497,8.534286812
108191,31497,9.942353777
108249,31497,9.095660461
108283,31497,8.010806704
108319,31497,9.826890347
108499,31497,8.414779522
108849,31497,9.25686825
2472491,31497,7.524681647
5459051,31497,9.233507754
5668877,31497,5.098655399
4579619,31497,8.74710209
4791187,31497,9.989227672
784481,31497,2.057565597
1345151,31497,7.993680652
13119007,31497,7.473331514
15891,14257,1.227580859
118915,14257,7.27247227
7033351,14257,8.361386655
7170159,14257,1.644382261
11935919,14257,4.589476601
15877,14257,1.632410961
15901,14257,7.625899507
15925,14257,1.703822615
27651,14257,5.431342085
119895,14257,1.414150448
134169,14257,7.954553472
11940539,14257,9.347660168
134153,14257,1.643084806
15857,14257,0.857722509
15889,14257,7.181595781
15907,14257,4.484004756
15913,14257,1.638978348
123507,14257,1.639517227
134171,14257,9.456185259
138439,14257,4.365234953
713931,14257,8.847626026
776361,14257,7.246377244
6286131,14257,1.6198279
3697937,14257,7.977112902
298287,14257,9.804585345
298299,14257,2.692716203
716131,14257,7.274707586
15853,14257,5.863910154
15681227,14257,8.560208994
15806779,14257,9.900971387
16618311,14257,2.126163117
11430535,14257,8.06005726
10123143,14257,6.309583244
8974499,14257,8.172756412
12203483,14257,NA
7618111,14257,8.277309926
9455027,14257,4.697595913
280397,14257,1.652260742
298293,14257,8.151065244
710561,14257,1.406139454
806191,14257,NA
1234771,14257,3.218118871
1872745,14257,7.258992163
15875,14257,1.567366606
15903,14257,7.276259643
15909,14257,8.46108663
15937,14257,6.987140585
15939,14257,7.922054382
28193,14257,2.510368011
112641,14257,6.864620193
128869,14257,6.703038695
134159,14257,7.240723518
4169675,14257,6.717824325
13109299,14257,10
15895,14257,7.27430413
15917,14257,1.648289038
15931,14257,2.253091702
115019,14257,6.580919872
189761,14257,7.815265645
5460963,14257,7.913982226
9347927,14257,7.39969346
12436359,14257,2.958577617
13464111,14257,NA
2548427,14257,9.143373265
2664687,14257,7.32537886
7577111,14257,0.922007537
8056847,14257,5.716839564
9401815,14257,4.540052847
14004639,14257,7.914489519
15643291,14257,7.427460749
18123191,14257,8.462515607
12854399,14257,1.056299751
298295,14257,9.117123249
298297,14257,7.383717852
1772433,14257,6.423728654
11534135,14257,7.701204622
5331539,14257,9.044770065
7793047,14257,0.959276666
7047195,14257,NA
3649281,14257,4.809763096
18126559,14257,8.158542925
18313307,14257,4.003413032
2665159,14257,0
298283,14257,1.624613597
2718779,14257,NA
2036885,14257,7.298167772
15861,14257,1.617937008
15873,14257,1.607708873
15911,14257,1.534887573
15915,14257,1.423395016
119199,14257,5.657531184
12873391,14257,7.62239126
5340703,14257,1.136458649
3877685,14257,3.84351698
5007431,14257,3.240930373
17962151,14257,NA
14361799,14257,8.92196332
14986283,14257,1.647516938
15451699,14257,NA
8354403,14257,1.039902553
11577919,14121,9.143704039
11814291,14121,9.099822142
214201,14121,9.210212019
65997,14121,7.36524283
77739,14121,8.679903647
77755,14121,9.280110032
77759,14121,3.446847165
11491367,14121,9.83288674
65977,14121,8.564738233
77757,14121,9.215977217
219659,14121,8.252048155
3158473,14121,10
3529197,14121,9.2140336
3660849,14121,9.293305187
66003,14121,8.355650925
77717,14121,2.491643429
77723,14121,NA
77749,14121,9.801677222
77711,14121,7.835407744
77753,14121,9.540276542
1941297,14121,NA
16531879,14121,NA
16404427,14121,9.890821413
201609,14121,8.82446266
201611,14121,9.890164104
2609635,14121,9.306255288
2409983,14121,8.621519839
3106313,14121,8.798822266
2210179,14121,9.455337064
683911,14121,5.509166395
219663,14121,9.243146112
6970799,14121,9.310666902
7039947,14121,8.736454809
66015,14121,7.553886012
77719,14121,8.964419289
77721,14121,7.71624524
77741,14121,8.90240567
16497163,14121,9.205240689
16227027,14121,8.539999361
4128015,14121,8.754832891
4021621,14121,8.836670553
3652209,14121,8.738559932
16518003,14121,7.46011817
12235639,14121,8.881906707
10395495,14121,8.461629406
8175787,14121,8.802288424
301603,14121,7.754470242
683721,14121,9.648243704
1862213,14121,9.326892282
66011,14121,8.671581783
77727,14121,8.783504595
5546759,14121,8.913709927
201613,14121,NA
65921,14121,9.416960109
66019,14121,5.376851534
77713,14121,5.669252135
77735,14121,9.074742849
77747,14121,8.654678943
4879683,14121,NA
14584951,14121,NA
2502667,14121,8.655521102
2588493,14121,9.289369996
307853,14121,NA
307855,14121,7.17745216
14080779,14121,9.826079103
14166111,14121,NA
15418207,14121,8.253350211
11214831,14121,9.094156055
18389871,14121,9.198621099
14408791,14121,9.542657387
14624243,14121,NA
935561,14121,9.270936617
16249211,14121,NA
11417571,14121,9.844918079
10958011,14121,9.274816048
12937215,14121,4.856036625
2394019,14121,8.506510421
3690417,14121,8.744618558
18476051,14121,9.923264895
18949943,14121,7.281909206
214203,14121,9.120192
2651843,14121,4.723438633
301605,14121,NA
65987,14121,8.616952593
77709,14121,NA
77731,14121,8.814501974
77733,14121,9.19627023
14764415,14121,8.055463587
3662557,14121,8.452355419
19636083,14121,NA
15986963,14121,NA
14667243,14121,8.384866572
7599335,14121,0
14255035,14121,NA
2657767,14121,9.924852922
14402835,14121,9.863430847
2621611,14121,9.104020213
18397931,14121,9.028634657
8038679,14121,5.494557474
18828775,14121,9.923264895
